;Plaats_Op_Lijst;Kandidaat;Geslacht;# stemmen partij;# stemmen kandidaat;Partij;Zetels;Peiling;Aantal Mannen;Aantal Vrouwen;Man_stem_percentage;Vrouw_stem_percentage;Max_Vrouwen_Volgens_Peilingen;Gekozen;# stemmen partij peiling;man-vrouw stemmen percentage peiling
453;45;J. (Jamila) Yahyaoui;V;1235141;1803;SP;15;20;29;16;43;57;16;0.0;1244744.0;0.5
454;1;M. (Mark) Rutte;M;2223254;2129000;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
455;2;E.I. (Edith) Schippers;V;2223254;123889;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
456;3;S.A. (Stef) Blok;M;2223254;9316;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
457;4;A. (Anouchka) van Miltenburg;V;2223254;13677;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
458;5;F. (Fred) Teeven;M;2223254;35103;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
459;6;J.A. (Jeanine) Hennis-Plasschaert;V;2223254;39197;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
460;7;H. (Halbe) Zijlstra;M;2223254;4285;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
461;8;F.H.H. (Frans) Weekers;M;2223254;12409;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
462;9;M.G.J. (Mark) Harbers;M;2223254;3234;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
463;10;T. (Tamara) Venrooy-van Ark;V;2223254;4343;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
464;11;B.G. (Betty) de Boer;V;2223254;7786;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
465;12;J.H. (Han) ten Broeke;M;2223254;14403;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
466;13;C. (Cora) van Nieuwenhuizen-Wijbenga;V;2223254;4636;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
467;14;H. (Helma) Neppérus;V;2223254;1904;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
468;15;G.A. (Ard) van der Steur;M;2223254;2021;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
469;16;K.H.D.M. (Klaas) Dijkhoff;M;2223254;3200;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
470;17;T.M.C. (Ton) Elias;M;2223254;1555;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
471;18;A. (Anne) Mulder;M;2223254;1204;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
472;19;M.L. (Mark) Verheijen;M;2223254;8993;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
473;20;M. (Malik) Azmani;M;2223254;1874;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
474;21;B. (Barbara) Visser;V;2223254;3509;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
475;22;W.J.H. (Helma) Lodders;V;2223254;3734;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
476;23;P.J. (Pieter) Duisenberg;M;2223254;2862;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
477;24;E. (Erik) Ziengs;M;2223254;8948;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
478;25;P.J.M. (Pieter) Litjens;M;2223254;2010;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
479;26;B.I. (Brigitte) van der Burg;V;2223254;1303;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
480;27;B. (Bas) van 't Wout;M;2223254;1178;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
481;28;A.W. (Anne-Wil) Lucas-Smeerdijk;V;2223254;1733;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
482;29;A. (André) Bosman;M;2223254;6732;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
483;30;R.W. (René) Leegte;M;2223254;3319;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
484;31;R.J. (Remco) Dijkstra;M;2223254;1130;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
485;32;O.C. (Ockje) Tellegen;V;2223254;1470;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
486;33;F. (Foort) van Oosten;M;2223254;634;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
487;34;K.C.J. (Karin) Straus;V;2223254;6800;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
488;35;M.E. (Matthijs) Huizing;M;2223254;1194;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
489;36;B.C. (Bart) de Liefde;M;2223254;2163;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
490;37;M.S. (Michiel) van Veen;M;2223254;1305;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
491;38;A.C.L. (Arno) Rutte;M;2223254;1874;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
492;39;Y. (Ybeltje) Berckmoes-Duindam;V;2223254;1196;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
493;40;A. (Anoushka) Schut-Welkzijn;V;2223254;860;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
494;41;I.S.H. (Ingrid) de Caluwé;V;2223254;556;VVD;41;36;51;24;57;43;24;1.0;2240539.2;0.5
495;42;R.E. (Roald) van der Linde;M;2223254;857;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
496;43;J. (Johan) Houwers;M;2223254;3709;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
497;44;J. (Joost) Taverne;M;2223254;2207;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
498;45;A. (Aukje) de Vries;V;2223254;1352;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
499;46;R. (Ronald) Vuijk;M;2223254;204;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
500;47;S.C.C.M. (Sjoerd) Potters;M;2223254;443;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
501;48;R.J. (Rudmer) Heerema;M;2223254;777;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
502;49;H.S. (Hayke) Veldman;M;2223254;728;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
503;50;P.J.M.J. (Perjan) Moors;M;2223254;1225;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
504;51;J. (Jeroen) van Wijngaarden;M;2223254;1974;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
505;52;C.N.A. (Chantal) Nijkerken-de Haan;V;2223254;1536;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
506;53;L.A. (Leendert) de Lange;M;2223254;709;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
507;54;R.P.G. (Remco) Bosma;M;2223254;406;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
508;55;N. (Nina) Hofstra;V;2223254;576;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
509;56;D.A. (Daniël) van der Ree;M;2223254;245;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
510;57;J.B. (Joost) Helms;M;2223254;953;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
511;58;J.H. (Jock) Geselschap;M;2223254;790;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
512;59;J. (Jeltje) Hoekstra-Sikkema;V;2223254;631;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
513;60;C. (Christianne) van der Wal-Zeggelink;V;2223254;548;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
514;61;B.J.A. (Bernd) Roks;M;2223254;339;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
515;62;B.M.G. (Bart) Smals;M;2223254;591;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
516;63;J.M. (Joost) van Keulen;M;2223254;296;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
517;64;E. (Erik) Struijlaart;M;2223254;353;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
518;65;S.S.E. (Sjoerd) Osinga;M;2223254;169;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
519;66;M.A.J. (Mark) Snoeren;M;2223254;519;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
520;67;H.J.P.E. (Hubert) Koevoets;M;2223254;337;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
521;68;D.A.N. (Daniel) Koerhuis;M;2223254;118;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
522;69;J. (Jasper) Mos;M;2223254;315;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
523;70;T. (Tatjana) Šormaz;V;2223254;547;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
524;71;B.M.H. (Baerte) de Brey;M;2223254;254;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
525;72;A. (Asraa) Abdullatif;V;2223254;704;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
526;73;T.K. (Tine) Schaafsma-Buijs;V;2223254;792;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
527;74;R.G.J. (Roel) Lauwerier;M;2223254;508;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
528;75;E.J. (Erik) Koppe;M;2223254;2697;VVD;41;36;51;24;57;43;24;0.0;2240539.2;0.5
